id,taxi_stand_id,taxi_stand_name,taxi_flow_count,people_count,taxi_presence,time_stamp
16692,1,WestGate,0,0,1,"2014-11-17 09:05:47"
16693,1,WestGate,0,0,1,"2014-11-17 09:06:02"
16694,1,WestGate,0,0,1,"2014-11-17 09:06:17"
16695,1,WestGate,0,0,1,"2014-11-17 09:06:32"
16696,1,WestGate,0,0,1,"2014-11-17 09:06:47"
16697,1,WestGate,0,0,1,"2014-11-17 09:07:02"
16698,1,WestGate,0,0,1,"2014-11-17 09:07:17"
16699,1,WestGate,0,0,1,"2014-11-17 09:07:32"
16700,1,WestGate,0,0,1,"2014-11-17 09:07:47"
16701,1,WestGate,0,0,1,"2014-11-17 09:08:02"
16702,1,WestGate,0,0,1,"2014-11-17 09:08:17"
16703,1,WestGate,0,0,1,"2014-11-17 09:08:32"
16704,1,WestGate,0,1,1,"2014-11-17 09:08:47"
16705,1,WestGate,0,0,1,"2014-11-17 09:09:02"
16706,1,WestGate,0,0,1,"2014-11-17 09:09:17"
16707,1,WestGate,0,0,1,"2014-11-17 09:09:32"
16708,1,WestGate,0,0,1,"2014-11-17 09:09:47"
16709,1,WestGate,0,0,1,"2014-11-17 09:10:02"
16710,1,WestGate,0,0,1,"2014-11-17 09:10:17"
16711,1,WestGate,0,0,1,"2014-11-17 09:10:32"
16712,1,WestGate,0,0,1,"2014-11-17 09:10:47"
16713,1,WestGate,0,0,1,"2014-11-17 09:11:02"
16714,1,WestGate,0,0,1,"2014-11-17 09:11:17"
16715,1,WestGate,0,0,1,"2014-11-17 09:11:32"
16716,1,WestGate,0,0,1,"2014-11-17 09:11:47"
16717,1,WestGate,0,0,1,"2014-11-17 09:12:02"
16718,1,WestGate,0,1,1,"2014-11-17 09:12:17"
16719,1,WestGate,0,1,1,"2014-11-17 09:12:32"
16720,1,WestGate,1,0,1,"2014-11-17 09:12:47"
16721,1,WestGate,0,0,1,"2014-11-17 09:13:02"
16722,1,WestGate,0,0,1,"2014-11-17 09:13:17"
16723,1,WestGate,0,0,1,"2014-11-17 09:13:32"
16724,1,WestGate,0,0,1,"2014-11-17 09:13:47"
16725,1,WestGate,0,0,1,"2014-11-17 09:14:02"
16726,1,WestGate,0,0,1,"2014-11-17 09:14:17"
16727,1,WestGate,0,1,1,"2014-11-17 09:14:32"
16728,1,WestGate,0,0,1,"2014-11-17 09:14:47"
16729,1,WestGate,0,0,1,"2014-11-17 09:15:02"
16730,1,WestGate,0,0,1,"2014-11-17 09:15:17"
16731,1,WestGate,0,0,1,"2014-11-17 09:15:32"
16732,1,WestGate,0,0,1,"2014-11-17 09:15:47"
16733,1,WestGate,0,0,1,"2014-11-17 09:16:02"
16734,1,WestGate,0,0,1,"2014-11-17 09:16:17"
16735,1,WestGate,0,0,1,"2014-11-17 09:16:32"
16736,1,WestGate,0,0,1,"2014-11-17 09:16:47"
16737,1,WestGate,0,1,1,"2014-11-17 09:17:02"
16738,1,WestGate,0,2,1,"2014-11-17 09:17:17"
16739,1,WestGate,0,1,1,"2014-11-17 09:17:32"
16740,1,WestGate,0,1,1,"2014-11-17 09:17:47"
16741,1,WestGate,0,1,1,"2014-11-17 09:18:02"
16742,1,WestGate,0,1,1,"2014-11-17 09:18:17"
16743,1,WestGate,0,2,1,"2014-11-17 09:18:32"
16744,1,WestGate,0,1,1,"2014-11-17 09:18:47"
16745,1,WestGate,0,1,1,"2014-11-17 09:19:02"
16746,1,WestGate,0,1,1,"2014-11-17 09:19:17"
16747,1,WestGate,0,1,1,"2014-11-17 09:19:32"
16748,1,WestGate,0,1,1,"2014-11-17 09:19:47"
16749,1,WestGate,0,1,1,"2014-11-17 09:20:02"
16750,1,WestGate,0,1,1,"2014-11-17 09:20:17"
16751,1,WestGate,0,1,1,"2014-11-17 09:20:32"
16752,1,WestGate,0,1,1,"2014-11-17 09:20:47"
16753,1,WestGate,0,1,1,"2014-11-17 09:21:02"
16754,1,WestGate,0,1,1,"2014-11-17 09:21:17"
16755,1,WestGate,0,1,1,"2014-11-17 09:21:32"
16756,1,WestGate,0,1,1,"2014-11-17 09:21:47"
16757,1,WestGate,0,1,1,"2014-11-17 09:22:02"
16758,1,WestGate,0,1,1,"2014-11-17 09:22:17"
16759,1,WestGate,0,1,1,"2014-11-17 09:22:32"
16760,1,WestGate,0,1,1,"2014-11-17 09:22:47"
16761,1,WestGate,0,1,1,"2014-11-17 09:23:02"
16762,1,WestGate,0,1,1,"2014-11-17 09:23:17"
16763,1,WestGate,0,1,1,"2014-11-17 09:23:32"
16764,1,WestGate,0,0,1,"2014-11-17 09:23:47"
16765,1,WestGate,0,0,1,"2014-11-17 09:24:02"
16766,1,WestGate,0,1,1,"2014-11-17 09:24:17"
16767,1,WestGate,0,1,1,"2014-11-17 09:24:32"
16768,1,WestGate,0,2,1,"2014-11-17 09:24:47"
16769,1,WestGate,0,1,1,"2014-11-17 09:25:02"
16770,1,WestGate,0,0,1,"2014-11-17 09:25:17"
16771,1,WestGate,0,0,1,"2014-11-17 09:25:32"
16772,1,WestGate,0,0,1,"2014-11-17 09:25:47"
16773,1,WestGate,0,1,1,"2014-11-17 09:26:02"
16774,1,WestGate,0,3,1,"2014-11-17 09:26:17"
16775,1,WestGate,0,2,1,"2014-11-17 09:26:32"
16776,1,WestGate,0,2,1,"2014-11-17 09:26:47"
16777,1,WestGate,0,2,1,"2014-11-17 09:27:02"
16778,1,WestGate,0,1,1,"2014-11-17 09:27:17"
16779,1,WestGate,0,0,1,"2014-11-17 09:27:32"
16780,1,WestGate,0,0,1,"2014-11-17 09:27:47"
16781,1,WestGate,0,1,1,"2014-11-17 09:28:02"
16782,1,WestGate,0,1,1,"2014-11-17 09:28:17"
16783,1,WestGate,0,1,1,"2014-11-17 09:28:32"
16784,1,WestGate,0,1,1,"2014-11-17 09:28:47"
16785,1,WestGate,0,1,1,"2014-11-17 09:29:02"
16786,1,WestGate,0,0,1,"2014-11-17 09:29:17"
16787,1,WestGate,0,0,1,"2014-11-17 09:29:32"
16788,1,WestGate,0,0,1,"2014-11-17 09:29:47"
16789,1,WestGate,0,0,1,"2014-11-17 09:30:02"
16790,1,WestGate,0,0,1,"2014-11-17 09:30:17"
16791,1,WestGate,0,1,1,"2014-11-17 09:30:32"
16792,1,WestGate,0,0,1,"2014-11-17 09:30:47"
16793,1,WestGate,0,2,1,"2014-11-17 09:31:02"
16794,1,WestGate,0,0,1,"2014-11-17 09:31:17"
16795,1,WestGate,0,0,1,"2014-11-17 09:31:32"
16796,1,WestGate,0,1,1,"2014-11-17 09:31:47"
16797,1,WestGate,0,2,1,"2014-11-17 09:32:02"
16798,1,WestGate,0,1,1,"2014-11-17 09:32:17"
16799,1,WestGate,0,0,1,"2014-11-17 09:32:32"
16800,1,WestGate,0,0,1,"2014-11-17 09:32:47"
16801,1,WestGate,0,2,1,"2014-11-17 09:33:02"
16802,1,WestGate,0,0,1,"2014-11-17 09:33:17"
16803,1,WestGate,0,0,1,"2014-11-17 09:33:32"
16804,1,WestGate,0,0,1,"2014-11-17 09:33:47"
16805,1,WestGate,0,0,1,"2014-11-17 09:34:02"
16806,1,WestGate,0,0,1,"2014-11-17 09:34:17"
16807,1,WestGate,0,0,1,"2014-11-17 09:34:32"
16808,1,WestGate,0,0,1,"2014-11-17 09:34:47"
16809,1,WestGate,0,0,1,"2014-11-17 09:35:02"
16810,1,WestGate,0,0,1,"2014-11-17 09:35:17"
16811,1,WestGate,0,0,1,"2014-11-17 09:35:32"
16812,1,WestGate,0,0,1,"2014-11-17 09:35:47"
16813,1,WestGate,0,0,1,"2014-11-17 09:36:02"
16814,1,WestGate,0,0,1,"2014-11-17 09:36:17"
16815,1,WestGate,0,0,1,"2014-11-17 09:36:32"
16816,1,WestGate,0,0,1,"2014-11-17 09:36:47"
16817,1,WestGate,0,0,1,"2014-11-17 09:37:02"
16818,1,WestGate,0,0,1,"2014-11-17 09:37:17"
16819,1,WestGate,0,0,1,"2014-11-17 09:37:32"
16820,1,WestGate,0,0,1,"2014-11-17 09:37:47"
16821,1,WestGate,0,0,1,"2014-11-17 09:38:02"
16822,1,WestGate,0,0,1,"2014-11-17 09:38:17"
16823,1,WestGate,0,0,1,"2014-11-17 09:38:32"
16824,1,WestGate,0,0,1,"2014-11-17 09:38:47"
16825,1,WestGate,0,0,1,"2014-11-17 09:39:02"
16826,1,WestGate,0,0,1,"2014-11-17 09:39:17"
16827,1,WestGate,0,0,1,"2014-11-17 09:39:32"
16828,1,WestGate,0,0,1,"2014-11-17 09:39:47"
16829,1,WestGate,0,0,1,"2014-11-17 09:40:02"
16830,1,WestGate,0,0,1,"2014-11-17 09:40:17"
16831,1,WestGate,0,2,1,"2014-11-17 09:40:32"
16832,1,WestGate,1,0,1,"2014-11-17 09:40:47"
16833,1,WestGate,0,0,1,"2014-11-17 09:41:02"
16834,1,WestGate,0,0,1,"2014-11-17 09:41:17"
16835,1,WestGate,0,0,1,"2014-11-17 09:41:32"
16836,1,WestGate,0,0,1,"2014-11-17 09:41:47"
16837,1,WestGate,0,0,1,"2014-11-17 09:42:02"
16838,1,WestGate,0,0,1,"2014-11-17 09:42:17"
16839,1,WestGate,0,0,1,"2014-11-17 09:42:32"
16840,1,WestGate,0,1,1,"2014-11-17 09:42:47"
16841,1,WestGate,0,0,1,"2014-11-17 09:43:02"
16842,1,WestGate,0,0,1,"2014-11-17 09:43:17"
16843,1,WestGate,0,0,1,"2014-11-17 09:43:32"
16844,1,WestGate,0,0,1,"2014-11-17 09:43:47"
16845,1,WestGate,0,0,1,"2014-11-17 09:44:02"
16846,1,WestGate,0,0,1,"2014-11-17 09:44:17"
16847,1,WestGate,0,0,1,"2014-11-17 09:44:32"
16848,1,WestGate,0,0,1,"2014-11-17 09:44:47"
16849,1,WestGate,0,0,1,"2014-11-17 09:45:02"
16850,1,WestGate,0,0,1,"2014-11-17 09:45:17"
16851,1,WestGate,0,1,1,"2014-11-17 09:45:32"
16852,1,WestGate,0,0,1,"2014-11-17 09:45:47"
16853,1,WestGate,0,0,1,"2014-11-17 09:46:02"
16854,1,WestGate,0,0,1,"2014-11-17 09:46:17"
16855,1,WestGate,0,0,1,"2014-11-17 09:46:32"
16856,1,WestGate,0,0,1,"2014-11-17 09:46:47"
16857,1,WestGate,0,1,1,"2014-11-17 09:47:02"
16858,1,WestGate,1,0,1,"2014-11-17 09:47:17"
16859,1,WestGate,0,0,1,"2014-11-17 09:47:32"
16860,1,WestGate,0,0,1,"2014-11-17 09:47:47"
16861,1,WestGate,0,1,1,"2014-11-17 09:48:02"
16862,1,WestGate,0,1,1,"2014-11-17 09:48:17"
16863,1,WestGate,0,1,1,"2014-11-17 09:48:32"
16864,1,WestGate,0,1,1,"2014-11-17 09:48:47"
16865,1,WestGate,0,1,1,"2014-11-17 09:49:02"
16866,1,WestGate,1,0,1,"2014-11-17 09:49:17"
16867,1,WestGate,0,0,1,"2014-11-17 09:49:32"
16868,1,WestGate,1,0,1,"2014-11-17 09:49:47"
16869,1,WestGate,0,0,1,"2014-11-17 09:50:02"
16870,1,WestGate,0,0,1,"2014-11-17 09:50:17"
16871,1,WestGate,0,0,1,"2014-11-17 09:50:32"
16872,1,WestGate,0,0,1,"2014-11-17 09:50:47"
16873,1,WestGate,0,0,1,"2014-11-17 09:51:02"
16874,1,WestGate,1,0,1,"2014-11-17 09:51:17"
16875,1,WestGate,0,0,1,"2014-11-17 09:51:32"
16876,1,WestGate,0,0,1,"2014-11-17 09:51:47"
16877,1,WestGate,0,1,1,"2014-11-17 09:52:02"
16878,1,WestGate,0,1,1,"2014-11-17 09:52:17"
16879,1,WestGate,1,0,1,"2014-11-17 09:52:32"
16880,1,WestGate,0,0,1,"2014-11-17 09:52:47"
16881,1,WestGate,0,0,1,"2014-11-17 09:53:02"
16882,1,WestGate,0,0,1,"2014-11-17 09:53:17"
16883,1,WestGate,0,0,1,"2014-11-17 09:53:32"
16884,1,WestGate,0,0,1,"2014-11-17 09:53:47"
16885,1,WestGate,0,0,1,"2014-11-17 09:54:02"
16886,1,WestGate,0,0,1,"2014-11-17 09:54:17"
16887,1,WestGate,0,1,1,"2014-11-17 09:54:32"
16888,1,WestGate,0,1,1,"2014-11-17 09:54:47"
16889,1,WestGate,1,0,1,"2014-11-17 09:55:02"
16890,1,WestGate,0,0,1,"2014-11-17 09:55:17"
16891,1,WestGate,0,0,1,"2014-11-17 09:55:32"
16892,1,WestGate,0,0,1,"2014-11-17 09:55:47"
16893,1,WestGate,0,0,1,"2014-11-17 09:56:02"
16894,1,WestGate,0,0,1,"2014-11-17 09:56:17"
16895,1,WestGate,0,0,1,"2014-11-17 09:56:32"
16896,1,WestGate,0,0,1,"2014-11-17 09:56:47"
16897,1,WestGate,0,0,1,"2014-11-17 09:57:02"
16898,1,WestGate,0,0,1,"2014-11-17 09:57:17"
16899,1,WestGate,0,0,1,"2014-11-17 09:57:32"
16900,1,WestGate,0,0,1,"2014-11-17 09:57:47"
16901,1,WestGate,0,0,1,"2014-11-17 09:58:02"
16902,1,WestGate,0,0,1,"2014-11-17 09:58:17"
16903,1,WestGate,0,0,1,"2014-11-17 09:58:32"
16904,1,WestGate,0,0,1,"2014-11-17 09:58:47"
16905,1,WestGate,0,0,1,"2014-11-17 09:59:02"
16906,1,WestGate,0,0,1,"2014-11-17 09:59:17"
16907,1,WestGate,0,0,1,"2014-11-17 09:59:32"
16908,1,WestGate,0,0,1,"2014-11-17 09:59:47"
16909,1,WestGate,0,0,1,"2014-11-17 10:00:02"
16910,1,WestGate,0,0,1,"2014-11-17 10:00:17"
16911,1,WestGate,0,0,1,"2014-11-17 10:00:32"
16912,1,WestGate,0,0,1,"2014-11-17 10:00:47"
16913,1,WestGate,0,0,1,"2014-11-17 10:01:02"
16914,1,WestGate,0,0,1,"2014-11-17 10:01:17"
16915,1,WestGate,0,0,1,"2014-11-17 10:01:32"
16916,1,WestGate,0,0,1,"2014-11-17 10:01:47"
16917,1,WestGate,0,0,1,"2014-11-17 10:02:02"
16918,1,WestGate,0,0,1,"2014-11-17 10:02:17"
16919,1,WestGate,0,0,1,"2014-11-17 10:02:32"
16920,1,WestGate,0,0,1,"2014-11-17 10:02:47"
16921,1,WestGate,0,0,1,"2014-11-17 10:03:02"
16922,1,WestGate,0,0,1,"2014-11-17 10:03:17"
16923,1,WestGate,0,0,1,"2014-11-17 10:03:32"
16924,1,WestGate,1,1,1,"2014-11-17 10:03:47"
16925,1,WestGate,0,0,1,"2014-11-17 10:04:02"
16926,1,WestGate,0,0,1,"2014-11-17 10:04:17"
16927,1,WestGate,0,0,1,"2014-11-17 10:04:32"
16928,1,WestGate,0,0,1,"2014-11-17 10:04:47"
16929,1,WestGate,0,0,1,"2014-11-17 10:05:02"
16930,1,WestGate,0,0,1,"2014-11-17 10:05:17"
16931,1,WestGate,0,0,1,"2014-11-17 10:05:32"
16932,1,WestGate,0,0,1,"2014-11-17 10:05:47"
16933,1,WestGate,0,0,1,"2014-11-17 10:06:02"
16934,1,WestGate,0,0,1,"2014-11-17 10:06:17"
16935,1,WestGate,0,0,1,"2014-11-17 10:06:32"
16936,1,WestGate,0,0,1,"2014-11-17 10:06:47"
16937,1,WestGate,0,0,1,"2014-11-17 10:07:02"
16938,1,WestGate,0,0,1,"2014-11-17 10:07:17"
16939,1,WestGate,0,1,1,"2014-11-17 10:07:32"
16940,1,WestGate,0,0,1,"2014-11-17 10:07:47"
16941,1,WestGate,1,0,1,"2014-11-17 10:08:02"
16942,1,WestGate,0,0,1,"2014-11-17 10:08:17"
16943,1,WestGate,0,0,1,"2014-11-17 10:08:32"
16944,1,WestGate,0,0,1,"2014-11-17 10:08:47"
16945,1,WestGate,0,0,1,"2014-11-17 10:09:02"
16946,1,WestGate,0,2,1,"2014-11-17 10:09:17"
16947,1,WestGate,0,0,1,"2014-11-17 10:09:32"
16948,1,WestGate,0,0,1,"2014-11-17 10:09:47"
16949,1,WestGate,0,0,1,"2014-11-17 10:10:02"
16950,1,WestGate,0,1,1,"2014-11-17 10:10:17"
16951,1,WestGate,0,1,1,"2014-11-17 10:10:32"
16952,1,WestGate,0,0,1,"2014-11-17 10:10:47"
16953,1,WestGate,0,0,1,"2014-11-17 10:11:02"
16954,1,WestGate,1,0,1,"2014-11-17 10:11:17"
16955,1,WestGate,0,0,1,"2014-11-17 10:11:32"
16956,1,WestGate,0,0,1,"2014-11-17 10:11:47"
16957,1,WestGate,0,0,1,"2014-11-17 10:12:02"
16958,1,WestGate,0,0,1,"2014-11-17 10:12:17"
16959,1,WestGate,0,0,1,"2014-11-17 10:12:32"
16960,1,WestGate,0,0,1,"2014-11-17 10:12:47"
16961,1,WestGate,0,0,1,"2014-11-17 10:13:02"
16962,1,WestGate,0,0,1,"2014-11-17 10:13:17"
16963,1,WestGate,0,0,1,"2014-11-17 10:13:32"
16964,1,WestGate,0,0,1,"2014-11-17 10:13:47"
16965,1,WestGate,0,0,1,"2014-11-17 10:14:02"
16966,1,WestGate,0,0,1,"2014-11-17 10:14:17"
16967,1,WestGate,0,0,1,"2014-11-17 10:14:32"
16968,1,WestGate,0,0,1,"2014-11-17 10:14:47"
16969,1,WestGate,0,0,1,"2014-11-17 10:15:02"
16970,1,WestGate,0,0,1,"2014-11-17 10:15:17"
16971,1,WestGate,0,0,1,"2014-11-17 10:15:32"
16972,1,WestGate,0,0,1,"2014-11-17 10:15:47"
16973,1,WestGate,0,0,1,"2014-11-17 10:16:02"
16974,1,WestGate,0,0,1,"2014-11-17 10:16:17"
16975,1,WestGate,0,0,1,"2014-11-17 10:16:32"
16976,1,WestGate,0,0,1,"2014-11-17 10:16:47"
16977,1,WestGate,0,0,1,"2014-11-17 10:17:02"
16978,1,WestGate,0,0,1,"2014-11-17 10:17:17"
16979,1,WestGate,0,0,1,"2014-11-17 10:17:32"
16980,1,WestGate,0,0,1,"2014-11-17 10:17:47"
16981,1,WestGate,1,0,1,"2014-11-17 10:18:02"
16982,1,WestGate,0,0,1,"2014-11-17 10:18:17"
16983,1,WestGate,0,0,1,"2014-11-17 10:18:32"
16984,1,WestGate,0,0,1,"2014-11-17 10:18:47"
16985,1,WestGate,0,0,1,"2014-11-17 10:19:02"
16986,1,WestGate,0,0,1,"2014-11-17 10:19:17"
16987,1,WestGate,0,0,1,"2014-11-17 10:19:32"
16988,1,WestGate,0,0,1,"2014-11-17 10:19:47"
16989,1,WestGate,1,0,1,"2014-11-17 10:20:02"
16990,1,WestGate,1,2,1,"2014-11-17 10:20:17"
16991,1,WestGate,1,3,1,"2014-11-17 10:20:32"
16992,1,WestGate,0,0,1,"2014-11-17 10:20:47"
16993,1,WestGate,0,0,1,"2014-11-17 10:21:02"
16994,1,WestGate,0,0,1,"2014-11-17 10:21:17"
16995,1,WestGate,0,0,1,"2014-11-17 10:21:32"
16996,1,WestGate,1,2,1,"2014-11-17 10:21:47"
16997,1,WestGate,0,1,1,"2014-11-17 10:22:02"
16998,1,WestGate,0,1,1,"2014-11-17 10:22:17"
16999,1,WestGate,0,1,1,"2014-11-17 10:22:32"
17000,1,WestGate,1,0,1,"2014-11-17 10:22:47"
17001,1,WestGate,0,1,1,"2014-11-17 10:23:02"
17002,1,WestGate,0,0,1,"2014-11-17 10:23:17"
17003,1,WestGate,0,0,1,"2014-11-17 10:23:32"
17004,1,WestGate,0,0,1,"2014-11-17 10:23:47"
17005,1,WestGate,0,0,1,"2014-11-17 10:24:02"
17006,1,WestGate,0,0,1,"2014-11-17 10:24:17"
17007,1,WestGate,0,0,1,"2014-11-17 10:24:32"
17008,1,WestGate,1,0,1,"2014-11-17 10:24:47"
17009,1,WestGate,0,0,1,"2014-11-17 10:25:02"
17010,1,WestGate,0,0,1,"2014-11-17 10:25:17"
17011,1,WestGate,0,0,1,"2014-11-17 10:25:32"
17012,1,WestGate,0,0,1,"2014-11-17 10:25:47"
17013,1,WestGate,0,1,1,"2014-11-17 10:26:02"
17014,1,WestGate,0,1,1,"2014-11-17 10:26:17"
17015,1,WestGate,1,0,1,"2014-11-17 10:26:32"
17016,1,WestGate,0,0,1,"2014-11-17 10:26:47"
17017,1,WestGate,1,0,1,"2014-11-17 10:27:02"
17018,1,WestGate,0,0,1,"2014-11-17 10:27:17"
17019,1,WestGate,0,0,1,"2014-11-17 10:27:32"
17020,1,WestGate,0,0,1,"2014-11-17 10:27:47"
17021,1,WestGate,0,0,1,"2014-11-17 10:28:02"
17022,1,WestGate,1,0,1,"2014-11-17 10:28:17"
17023,1,WestGate,0,0,1,"2014-11-17 10:28:32"
17024,1,WestGate,0,0,1,"2014-11-17 10:28:47"
17025,1,WestGate,0,0,1,"2014-11-17 10:29:02"
17026,1,WestGate,0,0,1,"2014-11-17 10:29:17"
17027,1,WestGate,0,0,1,"2014-11-17 10:29:32"
17028,1,WestGate,1,0,1,"2014-11-17 10:29:47"
17029,1,WestGate,0,0,1,"2014-11-17 10:30:02"
17030,1,WestGate,0,0,1,"2014-11-17 10:30:17"
17031,1,WestGate,0,0,1,"2014-11-17 10:30:32"
17032,1,WestGate,0,0,1,"2014-11-17 10:30:47"
17033,1,WestGate,0,0,1,"2014-11-17 10:31:02"
17034,1,WestGate,0,0,1,"2014-11-17 10:31:17"
17035,1,WestGate,0,0,1,"2014-11-17 10:31:32"
17036,1,WestGate,0,1,1,"2014-11-17 10:31:47"
17037,1,WestGate,0,0,1,"2014-11-17 10:32:02"
17038,1,WestGate,0,0,1,"2014-11-17 10:32:17"
17039,1,WestGate,0,0,1,"2014-11-17 10:32:32"
17040,1,WestGate,0,1,1,"2014-11-17 10:32:47"
17041,1,WestGate,0,0,1,"2014-11-17 10:33:02"
17042,1,WestGate,0,0,1,"2014-11-17 10:33:17"
17043,1,WestGate,0,0,1,"2014-11-17 10:33:32"
17044,1,WestGate,0,0,1,"2014-11-17 10:33:47"
17045,1,WestGate,0,0,1,"2014-11-17 10:34:02"
17046,1,WestGate,0,0,1,"2014-11-17 10:34:17"
17047,1,WestGate,0,0,1,"2014-11-17 10:34:32"
17048,1,WestGate,0,0,1,"2014-11-17 10:34:47"
17049,1,WestGate,0,0,1,"2014-11-17 10:35:02"
17050,1,WestGate,0,0,1,"2014-11-17 10:35:17"
17051,1,WestGate,0,0,1,"2014-11-17 10:35:32"
17052,1,WestGate,2,0,1,"2014-11-17 10:35:47"
17053,1,WestGate,0,0,1,"2014-11-17 10:36:02"
17054,1,WestGate,0,1,1,"2014-11-17 10:36:17"
17055,1,WestGate,0,2,1,"2014-11-17 10:36:32"
17056,1,WestGate,0,1,1,"2014-11-17 10:36:47"
17057,1,WestGate,0,0,1,"2014-11-17 10:37:02"
17058,1,WestGate,0,1,1,"2014-11-17 10:37:17"
17059,1,WestGate,0,1,1,"2014-11-17 10:37:32"
17060,1,WestGate,0,1,1,"2014-11-17 10:37:47"
17061,1,WestGate,0,0,1,"2014-11-17 10:38:02"
17062,1,WestGate,0,1,1,"2014-11-17 10:38:17"
17063,1,WestGate,0,0,1,"2014-11-17 10:38:32"
17064,1,WestGate,0,0,1,"2014-11-17 10:38:47"
17065,1,WestGate,0,0,1,"2014-11-17 10:39:02"
17066,1,WestGate,0,0,1,"2014-11-17 10:39:17"
17067,1,WestGate,0,1,1,"2014-11-17 10:39:32"
17068,1,WestGate,0,1,1,"2014-11-17 10:39:47"
17069,1,WestGate,0,1,1,"2014-11-17 10:40:02"
17070,1,WestGate,0,0,1,"2014-11-17 10:40:17"
17071,1,WestGate,0,3,1,"2014-11-17 10:40:32"
17072,1,WestGate,0,2,1,"2014-11-17 10:40:47"
17073,1,WestGate,0,3,1,"2014-11-17 10:41:02"
17074,1,WestGate,0,3,1,"2014-11-17 10:41:17"
17075,1,WestGate,0,4,1,"2014-11-17 10:41:32"
17076,1,WestGate,0,1,1,"2014-11-17 10:41:47"
17077,1,WestGate,0,1,1,"2014-11-17 10:42:02"
17078,1,WestGate,1,0,1,"2014-11-17 10:42:17"
17079,1,WestGate,1,0,1,"2014-11-17 10:42:32"
17080,1,WestGate,0,0,1,"2014-11-17 10:42:47"
17081,1,WestGate,0,0,1,"2014-11-17 10:43:02"
17082,1,WestGate,0,0,1,"2014-11-17 10:43:17"
17083,1,WestGate,0,0,1,"2014-11-17 10:43:32"
17084,1,WestGate,0,0,1,"2014-11-17 10:43:47"
17085,1,WestGate,0,1,1,"2014-11-17 10:44:02"
17086,1,WestGate,0,1,1,"2014-11-17 10:44:17"
17087,1,WestGate,1,1,1,"2014-11-17 10:44:32"
17088,1,WestGate,0,1,1,"2014-11-17 10:44:47"
17089,1,WestGate,0,1,1,"2014-11-17 10:45:02"
17090,1,WestGate,0,1,1,"2014-11-17 10:45:17"
17091,1,WestGate,0,1,1,"2014-11-17 10:45:32"
17092,1,WestGate,0,1,1,"2014-11-17 10:45:47"
17093,1,WestGate,0,1,1,"2014-11-17 10:46:02"
17094,1,WestGate,0,1,1,"2014-11-17 10:46:17"
17095,1,WestGate,0,1,1,"2014-11-17 10:46:32"
17096,1,WestGate,0,1,1,"2014-11-17 10:46:47"
17097,1,WestGate,0,1,1,"2014-11-17 10:47:02"
17098,1,WestGate,0,1,1,"2014-11-17 10:47:17"
17099,1,WestGate,0,0,1,"2014-11-17 10:47:32"
17100,1,WestGate,0,3,1,"2014-11-17 10:47:47"
17101,1,WestGate,0,1,1,"2014-11-17 10:48:02"
17102,1,WestGate,1,0,1,"2014-11-17 10:48:17"
17103,1,WestGate,0,0,1,"2014-11-17 10:48:32"
17104,1,WestGate,0,0,1,"2014-11-17 10:48:47"
17105,1,WestGate,0,0,1,"2014-11-17 10:49:02"
