Latitude,Longitude
1.28699,103.84889
1.35323,103.84036
1.33586,103.94521
1.34684,103.96727
1.29448,103.8551
1.32559,103.88508
1.28298,103.84631
1.45636,103.79899
1.34299,103.85824
1.38953,103.91108
1.44745,103.81141
1.34268,103.71606
1.37024,103.74728
1.36527,103.86561
1.3544,103.98729
1.4217,103.75572
1.43445,103.78623
1.30396,103.83368
1.36229,103.85629
1.37757,103.76355
1.40711,103.75028
1.34109,103.75547
1.36469,103.9062
1.30605,103.86364
1.37731,103.77337
1.31301,103.8597
1.35278,103.88441
1.39404,103.7424
1.31519,103.8925
1.33869,103.83203
1.28461,103.85025
1.33205,103.89837
1.29039,103.86091
1.31403,103.84273
1.35378,103.83588
1.35272,103.7247
1.41447,103.83695
1.2808,103.84036
1.45812,103.79944
1.36386,103.86527
1.43239,103.78771
1.31574,103.7668
1.34343,103.73597
1.35281,103.85713
1.3664,103.76656
1.30051,103.84111
1.32521,103.72478
1.28346,103.83591
1.4077,103.75025
1.3031,103.83552
1.44363,103.83668
1.31718,103.90272
1.31426,103.87883
1.35167,103.75872
1.31115,103.68248
1.29043,103.84727
1.3864,103.77194
1.4231,103.83816
1.3265,103.72315
1.28606,103.83362
1.36105,103.8407
1.37548,103.94642
1.36286,103.85903
1.36083,103.84036
1.34067,103.75551
1.4284,103.83731
1.30168,103.85
1.32952,103.84667
1.28939,103.81587
1.28884,103.84096
1.31537,103.88244
1.34268,103.85799
1.34306,103.75843
1.33067,103.82003
1.33197,103.69851
1.29434,103.7839
1.31233,103.88056
1.33642,103.9664
1.31185,103.8762
1.34593,103.9433
1.3262,103.86093
1.32713,103.89026
1.42299,103.83482
1.36415,103.84577
1.27482,103.84593
1.33277,103.91666
1.32422,103.66472
1.34688,103.71273
1.37646,103.95606
1.32415,103.93276
1.35681,103.76798
1.36249,103.85574
1.31291,103.66
1.3033,103.90556
1.30756,103.86285
1.35762,103.98976
1.30322,103.86543
1.32754,103.88307
1.33196,103.89789
1.3108,103.85896
1.29446,103.85065
1.45322,103.79366
1.41096,103.7837
1.28657,103.81036
1.29029,103.85015
1.34223,103.85817
1.28902,103.84151
1.32941,103.9233
1.38648,103.77159
1.44245,103.77866
1.32059,103.94131
1.41693,103.83747
1.31118,103.77935
1.3474,103.96697
1.28809,103.82545
1.33862,103.83184
1.43662,103.83626
1.30524,103.85079
1.34938,103.92851
1.40276,103.74849
1.32322,103.88911
1.34292,103.85808
1.40841,103.86045
1.33181,103.90831
1.30521,103.85076
1.26658,103.81884
1.34348,103.85938
1.34851,103.7187
1.30017,103.85403
1.3476,103.69691
1.30644,103.82807
1.34995,103.9513
1.41563,103.83412
1.35739,103.84447
1.31193,103.8763
1.3468,103.75504
1.3326,103.88574
1.33223,103.67554
1.35124,103.88087
1.38469,103.74493
1.27933,103.84218
1.319,103.7655
1.35646,103.87552
1.27737,103.84348
1.29658,103.89658
1.36544,103.85817
1.39911,103.90679
1.29099,103.80125
1.40391,103.91029
1.28086,103.84384
1.35332,103.98608
1.33277,103.8682
1.32806,103.81367
1.39995,103.90593
1.28905,103.86095
1.33043,103.69834
1.29648,103.89556
1.37237,103.83324
1.34489,103.70308
1.33323,103.87857
1.27895,103.83879
1.3011,103.87734
1.30433,103.85528
1.35977,103.88813
1.44343,103.83633
1.37965,103.84183
1.39201,103.85332
1.35972,103.83677
1.37368,103.89954
1.33645,103.94572
1.31124,103.84347
1.44495,103.8046
1.37919,103.93547
1.33454,103.96719
1.3057,103.91046
1.31481,103.8909
1.31654,103.89974
1.34755,103.70106
1.43259,103.83042
1.3697,103.88577
1.32826,103.86852
1.31822,103.8608
1.33411,103.84731
1.40469,103.81047
1.3202,103.90268
1.4239,103.83931
1.3338,103.89466
1.32532,103.76584
1.35362,103.94279
1.30146,103.86238
1.32457,103.92904
1.3182,103.82582
1.35816,103.98967
1.32377,103.81425
1.28072,103.84038
1.32163,103.89175
1.28202,103.82539
1.36683,103.84599
1.37956,103.76088
1.30088,103.8397
1.3284,103.84938
1.38757,103.88924
1.27298,103.84234
1.29892,103.84882
1.34237,103.85807
1.30978,103.85549
1.29396,103.78636
1.34928,103.92851
1.32431,103.85625
1.30168,103.84164
1.2543,103.82542
1.30788,103.83332
1.31452,103.93418
1.37092,103.84212
1.33407,103.76254
1.30396,103.8339
1.2821,103.86034
1.44391,103.83628
1.32618,103.88059
1.30718,103.82804
1.40439,103.7561
1.28061,103.84375
1.36566,103.96643
1.33955,103.85155
1.37317,103.85513
1.33195,103.89859
1.31827,103.83422
1.34972,103.98544
1.38453,103.76031
1.35793,103.98962
1.32906,103.87265
1.3126,103.86025
1.34061,103.69019
1.33429,103.96628
1.31009,103.84416
1.40075,103.90926
1.44266,103.76929
1.38053,103.88747
1.35598,103.85587
1.35982,103.84402
1.40738,103.75685
1.41125,103.84382
1.40226,103.91375
1.35534,103.76839
1.31077,103.85952
1.33387,103.89089
1.31445,103.88865
1.38502,103.74616
1.3859,103.86261
1.33005,103.87494
1.36036,103.83702
1.34112,103.84604
1.30066,103.84089
1.31463,103.8962
1.28876,103.78983
1.31733,103.85289
1.40052,103.90929
1.29048,103.84723
1.32821,103.87093
1.34213,103.8584
1.32392,103.74529
1.33189,103.89818
1.37297,103.85388
1.4311,103.78408
1.40038,103.90935
1.38556,103.74302
1.31651,103.83574
1.27552,103.82936
1.39526,103.7538
1.37083,103.95739
1.31021,103.85844
1.32024,103.87622
1.40687,103.74965
1.33074,103.91611
1.3288,103.88687
1.32352,103.74568
1.29657,103.85119
1.38927,103.86461
1.31379,103.87872
1.31003,103.79548
1.30037,103.84554
1.28543,103.84703
1.2666,103.8258
1.33822,103.94306
1.28602,103.83198
1.30212,103.85679
1.37629,103.89424
1.32672,103.72525
1.29219,103.76863
1.32772,103.93984
1.28701,103.77562
1.30783,103.82881
1.39565,103.90547
1.27116,103.81114
1.37833,103.93661
1.33406,103.75878
1.37416,103.87707
1.33745,103.89634
1.30786,103.85694
1.38943,103.76951
1.30791,103.92539
1.35091,103.71264
1.35765,103.98967
1.27985,103.82625
1.45832,103.79906
1.3813,103.89723
1.31982,103.91502
1.31877,103.85755
1.29099,103.83424
1.30932,103.85795
1.34294,103.6923
1.39733,103.81812
1.30608,103.80167
1.35779,103.95429
1.32168,103.82364
1.30168,103.90102
1.29152,103.77373
1.29476,103.83069
1.37664,103.83944
1.33789,103.96006
1.29328,103.85607
1.3069,103.81888
1.30007,103.79757
1.40329,103.89703
1.36475,103.96516
1.29406,103.85247
1.31089,103.84734
1.38178,103.88051
1.27916,103.83897
1.35311,103.98548
1.28185,103.84509
1.39112,103.89371
1.33674,103.91363
1.37912,103.93721
1.35111,103.86854
1.28989,103.82106
1.31018,103.90442
1.3353,103.85136
1.32316,103.88662
1.39062,103.91035
1.30452,103.74991
1.30904,103.85813
1.28982,103.85643
1.35162,103.71807
1.37953,103.88083
1.31593,103.90874
1.33541,103.85143
1.32331,103.86117
1.29115,103.84617
1.38703,103.89457
1.33239,103.90575
1.35314,103.98554
1.39621,103.89753
1.36442,103.7516
1.3474,103.93151
1.31247,103.90016
1.37674,103.88602
1.34661,103.86016
1.35302,103.98552
1.37053,103.88181
1.38708,103.85842
1.33191,103.89807
1.40357,103.86726
1.34814,103.69678
1.33265,103.81671
1.28793,103.84633
1.33446,103.85638
1.33531,103.84277
1.28228,103.8477
1.29035,103.84984
1.28378,103.8074
1.29025,103.84806
1.29896,103.84165
1.27817,103.78582
1.37461,103.93598
1.32761,103.82829
1.28639,103.83861
1.3747,103.77268
1.37169,103.8483
1.28887,103.83663
1.35326,103.95602
1.28484,103.82104
1.27993,103.84846
1.33857,103.73943
1.30662,103.8575
1.28441,103.85063
1.40358,103.81867
1.4316,103.82661
1.35587,103.84841
1.28186,103.85898
1.32854,103.82428
1.28299,103.85186
1.37558,103.85468
1.35394,103.98625
1.31678,103.90077
1.34573,103.89084
1.44372,103.83685
1.35364,103.98617
1.34045,103.83154
1.30789,103.83349
1.304,103.86076
1.3575,103.84688
1.28025,103.84425
1.34291,103.77535
1.3768,103.89466
1.42953,103.84103
1.30199,103.82686
1.30148,103.84295
1.30522,103.8537
1.30024,103.84962
1.44598,103.82321
1.28321,103.84571
1.33594,103.85548
1.34155,103.75556
1.35091,103.98446
1.43352,103.78138
1.30061,103.83515
1.39056,103.89483
1.3761,103.89084
1.33112,103.85063
1.29047,103.80329
1.35827,103.98964
1.31315,103.88176
1.31253,103.87865
1.37009,103.85803
1.38947,103.90154
1.33202,103.9363
1.34216,103.85822
1.39975,103.82816
1.29712,103.85911
1.30344,103.85959
1.32342,103.89327
1.31303,103.65697
1.31054,103.84424
1.33156,103.90988
1.36399,103.96157
1.29715,103.85346
1.41744,103.83811
1.26651,103.81886
1.37032,103.88417
1.35092,103.72355
1.3799,103.84118
1.28699,103.81739
1.30043,103.8453
1.38159,103.7516
1.2916,103.8591
1.306,103.83792
1.33985,103.8547
1.32996,103.91395
1.30528,103.86328
1.43181,103.7972
1.36052,103.94761
1.37277,103.85616
1.29494,103.85319
1.32644,103.80769
1.40715,103.77212
1.38355,103.74212
1.39085,103.83908
1.36541,103.84891
1.35351,103.78784
1.33747,103.71912
1.45073,103.81729
1.33994,103.7542
1.33192,103.74674
1.4069,103.75009
1.30728,103.79493
1.41081,103.83019
1.37303,103.88649
1.31862,103.84246
1.33656,103.94541
1.31599,103.84687
1.2917,103.85829
1.33489,103.85781
1.28665,103.84524
1.29932,103.90326
1.32676,103.72522
1.43553,103.79758
1.35633,103.83001
1.31756,103.8922
1.37507,103.89764
1.40421,103.90588
1.28886,103.82168
1.40343,103.90326
1.36331,103.74552
1.31288,103.88611
1.31748,103.76393
1.40644,103.75242
1.3387,103.75863
1.32638,103.94391
1.31837,103.75462
1.34175,103.73899
1.32003,103.86485
1.33825,103.70985
1.34968,103.71941
1.30068,103.84564
1.32678,103.82643
1.30024,103.83582
1.30517,103.86337
1.33466,103.74513
1.28709,103.82046
1.28413,103.81854
1.3244,103.935
1.39107,103.86912
1.35942,103.83027
1.31195,103.78802
1.33951,103.95118
1.31168,103.77221
1.36273,103.85583
1.37814,103.75022
1.33196,103.8978
1.33414,103.87517
1.34768,103.94543
1.30042,103.86323
1.31057,103.87308
1.28709,103.84813
1.33572,103.92335
1.30746,103.8629
1.33538,103.93357
1.30954,103.76651
1.31053,103.84758
1.33526,103.74239
1.42285,103.79464
1.33062,103.81542
1.33726,103.94189
1.38751,103.91297
1.38739,103.88915
1.28831,103.84479
1.33792,103.80797
1.32294,103.94059
1.35792,103.9532
1.32654,103.72484
1.30754,103.85835
1.30507,103.91638
1.3396,103.85418
1.29136,103.84535
1.30681,103.83301
1.33812,103.97749
1.29136,103.84591
1.32483,103.93347
1.32176,103.88338
1.29333,103.8561
1.34543,103.95334
1.33859,103.68894
1.35683,103.84148
1.36196,103.88656
1.28034,103.85338
1.38011,103.84098
1.44105,103.77237
1.32998,103.93884
1.39848,103.82892
1.3085,103.78963
1.38642,103.84545
1.40283,103.82751
1.27358,103.83109
1.31122,103.86202
1.30472,103.76075
1.31515,103.89244
1.3843,103.843
1.28118,103.85925
1.31702,103.84127
1.40165,103.7452
1.28621,103.83843
1.31994,103.82872
1.40057,103.90942
1.35937,103.84691
1.33877,103.69294
1.35569,103.87077
1.40195,103.74562
1.29579,103.88351
1.37927,103.89162
1.36694,103.8712
1.32018,103.90162
1.38391,103.90245
1.43049,103.7936
1.36049,103.99141
1.35797,103.86783
1.3736,103.87962
1.40333,103.90641
1.35378,103.8467
1.38757,103.9023
1.29909,103.85356
1.37409,103.86962
1.34936,103.93251
1.32118,103.84194
1.39677,103.90738
1.35632,103.8363
1.30436,103.84022
1.30945,103.83242
1.34611,103.71058
1.45345,103.81531
1.36158,103.98904
1.35608,103.90163
1.29909,103.76365
1.30186,103.84112
1.36627,103.87276
1.35246,103.98707
1.30875,103.85764
1.3062,103.85941
1.32552,103.88508
1.37649,103.96015
1.30282,103.85363
1.42726,103.84618
1.40584,103.90115
1.36364,103.86643
1.33595,103.84667
1.38469,103.90082
1.29071,103.84495
1.32321,103.89325
1.34098,103.84603
1.30795,103.76131
1.2861,103.82696
1.3148,103.77095
1.32652,103.84237
1.33301,103.87859
1.36094,103.98861
1.43586,103.83596
1.32743,103.88052
1.30595,103.86363
1.40012,103.90942
1.36958,103.87752
1.41843,103.83393
1.28678,103.84712
1.3977,103.88155
1.31649,103.86229
1.30763,103.86301
1.28914,103.83379
1.28275,103.852
1.3676,103.75017
1.33161,103.81621
1.3617,103.9892
1.27322,103.83937
1.4005,103.90898
1.30984,103.85604
1.34049,103.7006
1.30583,103.83592
1.37294,103.84657
1.29087,103.84639
1.39438,103.75374
1.30887,103.86478
1.27824,103.84593
1.40105,103.90894
1.28856,103.84474
1.26474,103.82333
1.32531,103.88506
1.36906,103.8471
1.36486,103.77599
1.31118,103.87434
1.35827,103.98868
1.3689,103.88425
1.3464,103.94471
1.28291,103.86039
1.3497,103.9508
1.29383,103.85032
1.33582,103.72488
1.31201,103.84106
1.41157,103.83229
1.33741,103.92242
1.28468,103.85007
1.30658,103.91335
1.32659,103.87369
1.30651,103.7635
1.30576,103.86339
1.32145,103.71137
1.31147,103.88077
1.28278,103.85961
1.29946,103.84481
1.34062,103.98133
1.2987,103.84728
1.357,103.95805
1.31299,103.68746
1.38566,103.84702
1.32922,103.89756
1.28575,103.80681
1.34748,103.7612
1.28858,103.84701
1.29538,103.85248
1.32242,103.94368
1.33206,103.74396
1.28007,103.83955
1.34142,103.77153
1.31088,103.85965
1.28749,103.84591
1.35007,103.86899
1.30193,103.84243
1.38543,103.76714
1.37964,103.76093
1.30732,103.78509
1.276,103.82821
1.34779,103.76477
1.35669,103.76223
1.3647,103.84922
1.35076,103.8729
1.2797,103.84255
1.35394,103.8673
1.30024,103.84589
1.3024,103.86726
1.42354,103.83832
1.34097,103.88875
1.28243,103.85992
1.31261,103.76229
1.37198,103.90874
1.45229,103.81708
1.31131,103.82746
1.30866,103.86451
1.44404,103.83608
1.38707,103.90438
1.34543,103.8712
1.33341,103.74065
1.2506,103.82372
1.34158,103.75554
1.33941,103.71538
1.25292,103.82619
1.31503,103.8917
1.34195,103.86006
1.41496,103.83219
1.3225,103.85716
1.33388,103.89039
1.33367,103.89484
1.2963,103.85336
1.3078,103.82973
1.37335,103.85435
1.32373,103.85822
1.37311,103.85533
1.32227,103.86623
1.37623,103.89095
1.407,103.74955
1.32662,103.84482
1.32567,103.8851
1.25401,103.82563
1.39992,103.82817
1.33521,103.85441
1.35825,103.98978
1.34668,103.9382
1.28825,103.84884
1.35936,103.88434
1.33611,103.84653
1.34825,103.85874
1.35858,103.76321
1.3561,103.98953
1.31132,103.87473
1.30854,103.85097
1.38039,103.90424
1.28817,103.84879
1.28173,103.84906
1.31098,103.86255
1.37543,103.95886
1.45819,103.79926
1.31409,103.76857
1.32374,103.81428
1.28026,103.84786
1.36687,103.96561
1.27956,103.84242
1.30015,103.85969
1.28972,103.83339
1.43742,103.80364
1.30019,103.83939
1.32985,103.86411
1.29064,103.83445
1.28235,103.85923
1.30651,103.7678
1.31961,103.86158
1.37753,103.82827
1.32831,103.94001
1.30573,103.90504
1.37219,103.77519
1.37013,103.85725
1.32229,103.85699
1.33332,103.70333
1.32121,103.88714
1.38823,103.90435
1.34248,103.83709
1.35654,103.88134
1.37529,103.89542
1.38578,103.76274
1.30465,103.82544
1.30408,103.83104
1.31639,103.83709
1.27388,103.84232
1.37741,103.75019
1.37979,103.87937
1.32485,103.84201
1.40976,103.82939
1.35672,103.98958
1.32993,103.90442
1.4074,103.75026
1.3345,103.9279
1.31469,103.93925
1.34938,103.75265
1.35069,103.71855
1.34094,103.82849
1.28878,103.83478
1.36256,103.86832
1.29434,103.85907
1.35594,103.84143
1.36099,103.84085
1.33192,103.77776
1.43402,103.82645
1.28211,103.85918
1.34567,103.89202
1.31059,103.76427
1.33655,103.78174
1.44402,103.83601
1.36253,103.85302
1.3884,103.97813
1.37187,103.72458
1.33355,103.90409
1.31083,103.87114
1.29673,103.83088
1.28913,103.86082
1.32471,103.85097
1.3805,103.846
1.29311,103.76872
1.37541,103.87716
1.35636,103.74759
1.42974,103.8355
1.33362,103.86233
1.27908,103.84688
1.35129,103.98586
1.33173,103.94783
1.36298,103.88822
1.36726,103.83599
1.37476,103.94086
1.27146,103.80807
1.34854,103.87462
1.29302,103.85604
1.30043,103.84961
1.34322,103.85301
1.3519,103.87808
1.3947,103.89063
1.28109,103.85145
1.28472,103.86142
1.26624,103.81936
1.42622,103.8263
1.31225,103.87738
1.39203,103.83722
1.38498,103.74349
1.38122,103.87734
1.24992,103.84183
1.35748,103.98989
1.31435,103.93419
1.31002,103.85949
1.36555,103.8385
1.28475,103.86137
1.43128,103.82687
1.42215,103.82517
1.34735,103.7614
1.30048,103.85558
1.29728,103.84546
1.31948,103.88992
1.29253,103.85146
1.39442,103.83319
1.38541,103.84711
1.37773,103.76635
1.37365,103.86834
1.32952,103.80272
1.28474,103.82097
1.34062,103.85127
1.27613,103.79145
1.34499,103.73286
1.34399,103.70757
1.30429,103.85552
1.39471,103.83534
1.35288,103.98589
1.29423,103.79903
1.31405,103.89077
1.36413,103.76771
1.33307,103.92108
1.37435,103.95921
1.28845,103.84895
1.43088,103.83309
1.40699,103.75026
1.33813,103.70674
1.31654,103.89887
1.29821,103.83376
1.33978,103.85457
1.29671,103.78844
1.37757,103.85839
1.41645,103.8353
1.30948,103.85377
1.44052,103.78312
1.37913,103.88318
1.30369,103.77243
1.38949,103.74972
1.28487,103.86082
1.3853,103.90131
1.38429,103.89851
1.2579,103.82397
1.32367,103.86564
1.28501,103.84631
1.38138,103.75231
1.38201,103.75511
1.31768,103.90541
1.31654,103.89993
1.33394,103.74474
1.27932,103.84061
1.34772,103.71531
1.27844,103.84388
1.25765,103.82399
1.36757,103.71193
1.29037,103.83461
1.33335,103.93898
1.34198,103.73571
1.34817,103.94895
1.40754,103.75016
1.40751,103.80848
1.41838,103.83391
1.32663,103.93598
1.43575,103.82721
1.33651,103.96643
1.37585,103.97663
1.43327,103.82947
1.33195,103.69809
1.30526,103.83328
1.43227,103.83942
1.28158,103.85875
1.32677,103.89092
1.2879,103.82945
1.30419,103.83314
1.30698,103.89558
1.31795,103.76871
1.29518,103.85826
1.31477,103.76684
1.31983,103.74868
1.30856,103.90298
1.29942,103.85927
1.44028,103.79902
1.32057,103.88431
1.35796,103.86793
1.34166,103.75546
1.34338,103.93803
1.40638,103.85623
1.31259,103.79632
1.40285,103.8985
1.28226,103.85967
1.32497,103.82686
1.44106,103.77116
1.30444,103.84024
1.28323,103.84231
1.29837,103.84843
1.43074,103.82969
1.32737,103.88065
1.3184,103.90661
1.32309,103.81367
1.3394,103.74226
1.37807,103.90866
1.31067,103.85876
1.37766,103.85846
1.30982,103.86851
1.31952,103.84843
1.33918,103.80664
1.43562,103.82587
1.31773,103.9061
1.3162,103.8982
1.33816,103.73984
1.26494,103.8224
1.31071,103.84761
1.33681,103.69655
1.36045,103.94796
1.32691,103.82797
1.34124,103.7556
1.29256,103.86289
1.30434,103.85427
1.30944,103.89997
1.44074,103.82478
1.30197,103.84975
1.30751,103.85777
1.28165,103.82401
1.28342,103.84255
1.30268,103.86148
1.3062,103.76196
1.3041,103.83327
1.44432,103.80109
1.3134,103.82825
1.27681,103.85567
1.27994,103.85763
1.38095,103.9485
1.32218,103.71454
1.34877,103.74846
1.33259,103.76917
1.38798,103.75544
1.37745,103.73747
1.33087,103.91042
1.36086,103.98848
1.30237,103.84195
1.33011,103.68126
1.34673,103.75686
1.29193,103.84528
1.37931,103.94035
1.35267,103.88841
1.37077,103.86424
1.33709,103.83959
1.39604,103.90495
1.33256,103.96433
1.34892,103.948
1.35429,103.7188
1.38021,103.93683
1.34222,103.85831
1.31408,103.88566
1.28219,103.85219
1.31782,103.7685
1.36781,103.84473
1.45859,103.82204
1.26664,103.82632
1.31314,103.87819
1.28382,103.84304
1.27743,103.84362
1.33059,103.86247
1.30352,103.86107
1.34077,103.84749
1.2808,103.84039
1.31181,103.87989
1.30101,103.84143
1.35419,103.98649
1.3845,103.74513
1.31073,103.87331
1.29435,103.85911
1.28521,103.84944
1.41029,103.82982
1.36521,103.86636
1.29192,103.85741
1.32567,103.88834
1.36082,103.84038
1.28576,103.8066
1.43556,103.83881
1.29263,103.85759
1.36903,103.96696
1.31143,103.86113
1.36931,103.87944
1.28875,103.86103
1.28144,103.85893
1.28156,103.85146
1.37285,103.85173
1.341,103.75475
1.31183,103.94575
1.3888,103.98718
1.3324,103.74355
1.34548,103.94578
1.4317,103.79383
1.3144,103.88127
1.35003,103.98472
1.42881,103.79199
1.34554,103.80042
1.3502,103.95425
1.28881,103.82081
1.36633,103.84763
1.41293,103.79054
1.2758,103.84841
1.34684,103.6974
1.33816,103.91727
1.32932,103.87334
1.30996,103.84414
1.31408,103.65572
1.40121,103.74461
1.33599,103.86225
1.36118,103.962
1.37184,103.77826
1.33393,103.74078
1.28865,103.83783
1.36389,103.85933
1.33608,103.78412
1.33857,103.73925
1.34701,103.71212
1.31504,103.85365
1.39092,103.89904
1.33213,103.89819
1.32352,103.92819
1.3545,103.83285
1.38539,103.84723
1.3704,103.84678
1.30724,103.79267
1.35175,103.8626
1.31102,103.85951
1.32553,103.86036
1.35109,103.94969
1.45834,103.79948
1.36725,103.89645
1.3143,103.87843
1.33585,103.94521
1.33992,103.75413
1.29702,103.84385
1.3286,103.86873
1.27334,103.84524
1.44905,103.81836
1.31329,103.79299
1.38025,103.84092
1.35164,103.74372
1.33752,103.76879
1.27329,103.83621
1.28407,103.84935
1.35257,103.98577
1.28924,103.84944
1.32911,103.89914
1.41465,103.82354
1.35877,103.84469
1.31159,103.78828
1.34629,103.93722
1.32124,103.91539
1.41778,103.83442
1.301,103.83883
1.30497,103.83718
1.29743,103.78841
1.42256,103.84055
1.3537,103.9862
1.36037,103.87378
1.34111,103.75547
1.27636,103.84661
1.28236,103.8599
1.33619,103.94523
1.3768,103.7625
1.32487,103.93647
1.34298,103.74623
1.31024,103.76706
1.31564,103.84658
1.26533,103.81873
1.28382,103.8457
1.35962,103.94932
1.36243,103.85575
1.32765,103.86191
1.30487,103.82843
1.25436,103.82543
1.2555,103.82463
1.31222,103.84082
1.31937,103.85346
1.31849,103.9092
1.31142,103.85569
1.29553,103.84132
1.3576,103.84463
1.41327,103.83136
1.42878,103.82813
1.33886,103.93508
1.27402,103.84479
1.30057,103.84568
1.28992,103.86082
1.29528,103.78527
1.28067,103.84159
1.37842,103.86822
1.34144,103.77926
1.34968,103.73859
1.37013,103.87343
1.28568,103.80729
1.34363,103.84585
1.26736,103.82621
1.37062,103.87658
1.3669,103.75041
1.31071,103.85915
1.34544,103.94739
1.36328,103.85934
1.34662,103.94287
1.36426,103.96755
1.36237,103.85619
1.39218,103.87504
1.3411,103.85688
1.2857,103.80657
1.30452,103.85578
1.43036,103.83675
1.36153,103.98891
1.44907,103.8186
1.3323,103.91306
1.37565,103.7757
1.44336,103.7695
1.33414,103.72433
1.3457,103.95166
1.33328,103.93919
1.43558,103.83697
1.33183,103.845
1.42348,103.84062
1.32487,103.93563
1.32458,103.66145
1.4015,103.86819
1.37551,103.88598
1.33125,103.88949
1.27288,103.846
1.28275,103.83436
1.37497,103.87755
1.3485,103.72543
1.30369,103.86542
1.29403,103.86279
1.31995,103.85276
1.28339,103.81989
1.383,103.89041
1.36992,103.86296
1.31439,103.8887
1.28403,103.84338
1.32523,103.86796
1.38493,103.75986
1.33434,103.89914
1.31024,103.86095
1.34116,103.89851
1.34017,103.89672
1.28924,103.8337
1.37975,103.77253
1.38165,103.75134
1.34184,103.73401
1.34235,103.73698
1.35642,103.85006
1.28773,103.84885
1.35612,103.90151
1.35351,103.98613
1.35854,103.99011
1.31086,103.86254
1.31312,103.88231
1.36345,103.90661
1.30776,103.83013
1.44036,103.76982
1.31791,103.86032
1.31947,103.94355
1.39255,103.74361
1.31674,103.89535
1.29178,103.84067
1.371,103.96719
1.32666,103.72505
1.31766,103.90565
1.37693,103.89097
1.3457,103.95904
1.33701,103.88771
1.2865,103.84836
1.35142,103.85755
1.37239,103.8723
1.34855,103.7578
1.38066,103.76673
1.33384,103.84703
1.39528,103.75191
1.33994,103.82113
1.28602,103.83361
1.31368,103.88144
1.35367,103.8911
1.38096,103.75487
1.31437,103.85812
1.31524,103.89308
1.35276,103.94426
1.37753,103.83703
1.33747,103.88754
1.34241,103.69585
1.30099,103.86124
1.39878,103.74954
1.29134,103.83395
1.29542,103.82973
1.31731,103.82597
1.43842,103.79575
1.33344,103.71069
1.39551,103.83914
1.44098,103.80031
1.36261,103.84949
1.33564,103.84628
1.36755,103.85522
1.33115,103.89805
1.31106,103.85981
1.31054,103.86281
1.32621,103.746
1.28726,103.84591
1.29656,103.84479
1.42241,103.8252
1.28487,103.84371
1.35246,103.87698
1.3147,103.87832
1.39101,103.90917
1.30252,103.91447
1.3451,103.87223
1.37859,103.88412
1.28704,103.80623
1.29264,103.76351
1.35854,103.95542
1.38304,103.76312
1.361,103.84067
1.4056,103.90213
1.29871,103.78748
1.30162,103.84165
1.34688,103.7668
1.29746,103.84406
1.30048,103.86332
1.31152,103.8479
1.3422,103.85806
1.32198,103.89184
1.32081,103.75014
1.39285,103.75175
1.28928,103.83998
1.39493,103.89956
1.31721,103.84868
1.34768,103.71235
1.33014,103.8982
1.45,103.80241
1.36557,103.89103
1.3361,103.69787
1.28156,103.85844
1.31928,103.82566
1.35246,103.94264
1.43436,103.84298
1.32638,103.84801
1.37511,103.88092
1.35904,103.89298
1.31009,103.87129
1.25369,103.82542
1.34379,103.86274
1.33522,103.70561
1.3298,103.6829
1.32762,103.91844
1.31324,103.88325
1.34402,103.80178
1.308,103.8293
1.38205,103.83877
1.34546,103.8004
1.30044,103.84054
1.37831,103.73563
1.39056,103.77024
1.37496,103.84803
1.36247,103.95567
1.31118,103.86058
1.30588,103.91161
1.34677,103.70466
1.34849,103.85839
1.2897,103.84778
1.32427,103.85329
1.32748,103.95241
1.28592,103.83317
1.32016,103.90268
1.36117,103.85589
1.28914,103.77933
1.34172,103.69743
1.30546,103.86061
1.30178,103.84138
1.34064,103.84985
1.30779,103.85593
1.3447,103.93844
1.28361,103.86028
1.32925,103.74767
1.27894,103.83542
1.3169,103.9009
1.30253,103.84121
1.36575,103.89111
1.30831,103.78381
1.43242,103.80341
1.3117,103.76899
1.30546,103.85392
1.3655,103.8395
1.34357,103.84657
1.3207,103.88333
1.28362,103.83597
1.37013,103.96133
1.43027,103.79288
1.33418,103.72437
1.34969,103.79348
1.3518,103.74526
1.32883,103.94066
1.3515,103.86242
1.32105,103.78034
1.37142,103.87173
1.29095,103.83433
1.26482,103.82403
1.38551,103.90395
1.44309,103.76953
1.37753,103.74329
1.37814,103.92464
1.38905,103.98725
1.28559,103.84733
1.28983,103.8564
1.32694,103.86838
1.37134,103.83906
1.34896,103.92829
1.33627,103.84629
1.34926,103.79151
1.34558,103.89189
1.34039,103.98124
1.27804,103.84219
1.36021,103.83704
1.31063,103.85907
1.28712,103.84646
1.31757,103.8496
1.29036,103.84797
1.32732,103.82727
1.35294,103.94327
1.43479,103.80561
1.45149,103.82088
1.31836,103.89182
1.31341,103.88374
1.34847,103.93493
1.43062,103.83304
1.29191,103.78891
1.40082,103.9055
1.40725,103.75018
1.37739,103.90281
1.31536,103.89428
1.3314,103.89294
1.30888,103.82852
1.34376,103.86055
1.27546,103.83084
1.343,103.75823
1.35181,103.94241
1.34837,103.95506
1.3265,103.84976
1.38112,103.77252
1.33834,103.74766
1.32542,103.88511
1.3215,103.85305
1.37684,103.77159
1.30664,103.76359
1.30712,103.85798
1.30484,103.81591
1.32435,103.86695
1.28827,103.84885
1.35911,103.83766
1.44477,103.79757
